"Division","Game ID","Date","Time","Venue","Home Team","Away Team","Game Status"
"Juvenile","HLJUVB01","2019-09-30","19:30","BARRETT WEST","LETRMHAWKS1 (5)","RSWARRIORS1 (3)","Game Results Entered & Game Sheet Received"
"Juvenile","HLJUVB02","2019-09-30","21:00","BARRETT WEST","LETRMHAWKS2 (7)","METCAFJETS1 (4)","Game Results Entered & Game Sheet Received"
"Juvenile","HLJUVB03","2019-10-02","20:00","ARMSTRONG","GCTCOUGARS1 (6)","CUMBERLAND2 (0)","Game Results Entered & Game Sheet Received"
"Juvenile","HLJUVB04","2019-10-02","21:30","ARMSTRONG","ORLEANS1 (4)","CUMBERLAND1 (12)","Game Results Entered & Game Sheet Received"
"Novice C","HLNC04","2019-10-05","13:00","POTVIN 2 HALF","GCTCOUGARS1","LETRMHAWKS2",""
"Novice C","HLNC03","2019-10-05","13:00","POTVIN 1 HALF","BBSTINGERS1","METCAFJETS1",""
"Novice B","HLNB05","2019-10-05","14:00","POTVIN 2 HALF","GCTCOUGARS1","ORLEANS1",""
"Novice B","HLNB03","2019-10-05","14:00","POTVIN 1 HALF","ORLEANS2","METCAFJETS3",""
"Novice C","HLNC02","2019-10-05","14:00","BARRETT EAST 2 HALF","LETRMHAWKS3","ORLEANS1",""
"Novice C","HLNC01","2019-10-05","14:00","BARRETT EAST 1 HALF","LETRMHAWKS1","METCAFJETS2",""
"Novice A","HLNA03","2019-10-05","15:00","POTVIN 2 HALF","BBSTINGERS1","ORLEANS1",""
"Novice B","HLNB04","2019-10-05","15:00","POTVIN 1 HALF","ORLEANS3","LETRMHAWKS5",""
"Novice B","HLNB02","2019-10-05","15:00","BARRETT EAST 2 HALF","LETRMHAWKS3","LETRMHAWKS1",""
"Novice B","HLNB01","2019-10-05","15:00","BARRETT EAST 1 HALF","LETRMHAWKS4","LETRMHAWKS2",""
"Novice A","HLNA02","2019-10-05","16:00","BARRETT EAST 2 HALF","LETRMHAWKS2","RSWARRIORS1",""
"Novice A","HLNA01","2019-10-05","16:00","BARRETT EAST 1 HALF","LETRMHAWKS1","GCTCOUGARS1",""
"Atom C","HLATC02","2019-10-05","16:00","POTVIN","ORLEANS1 (0)","LETRMHAWKS2 (2)","Game Results Entered & Game Sheet Received"
"PeeWee A","HLPWA02","2019-10-05","16:00","SENECAL","GCTCOUGARS1 (0)","BBSTINGERS1 (5)","Game Results Entered & Game Sheet Received"
"Atom C","HLATC03","2019-10-05","17:00","POTVIN","GCTCOUGARS1 (2)","RSWARRIORS1 (3)","Game Results Entered & Game Sheet Received"
"Atom C","HLATC01","2019-10-05","17:00","BARRETT EAST","LETRMHAWKS1 (2)","METCAFJETS1 (7)","Game Results Entered & Game Sheet Received"
"Atom A","HLATA01","2019-10-05","18:00","BARRETT EAST","METCAFJETS1 (0)","LETRMHAWKS1 (7)","Game Results Entered & Game Sheet Received"
"PeeWee C","HLPC02","2019-10-05","18:00","BLACKBURN","BBSTINGERS1 (1)","RSWARRIORS1 (3)","Game Results Entered & Game Sheet Received"
"PeeWee C","HLPC01","2019-10-05","19:00","BARRETT EAST","METCAFJETS1 (5)","LETRMHAWKS2 (3)","Game Results Entered & Game Sheet Received"
"PeeWee A","HLPWA01","2019-10-05","19:30","BARRETT WEST","LETRMHAWKS1 (5)","METCAFJETS1 (2)","Game Results Entered & Game Sheet Received"
"Bantam A","HLBTA01","2019-10-05","20:30","BARRETT WEST","LETRMHAWKS1 (5)","LETRMHAWKS3 (3)","Game Results Entered & Game Sheet Received"
"Bantam A","HLBTA02","2019-10-05","21:00","BLACKBURN","BBSTINGERS1 (3)","METCAFJETS1 (1)","Game Results Entered & Game Sheet Received"
"Novice B","HLNB11","2019-10-06","10:00","POTVIN 2 HALF","ORLEANS1","RSWARRIORS1",""
"Novice B","HLNB09","2019-10-06","10:00","BLACKBURN 2 HALF","BBSTINGERS1","METCAFJETS5",""
"Novice C","HLNC08","2019-10-06","10:00","POTVIN 1 HALF","ORLEANS1","METCAFJETS3",""
"Novice C","HLNC07","2019-10-06","10:00","BLACKBURN 1 HALF","BBSTINGERS1","RSWARRIORS1",""
"Novice A","HLNA07","2019-10-06","11:00","POTVIN 2 HALF","ORLEANS1","METCAFJETS2",""
"Novice A","HLNA06","2019-10-06","11:00","POTVIN 1 HALF","GCTCOUGARS1","LETRMHAWKS2",""
"Novice A","HLNA05","2019-10-06","11:00","BLACKBURN 1 HALF","BBSTINGERS1","LETRMHAWKS1",""
"Novice B","HLNB10","2019-10-06","11:00","BLACKBURN 2 HALF","BBSTINGERS2","GCTCOUGARS1",""
"Atom C","HLATC04","2019-10-06","12:00","BLACKBURN","BBSTINGERS1 (7)","RSWARRIORS1 (1)","Game Results Entered & Game Sheet Received"
"Bantam A","HLBTA06","2019-10-06","12:00","SENECAL","LETRMHAWKS1 (2)","BBSTINGERS1 (1)","Game Results Entered & Game Sheet Received"
"Atom A","HLATA02","2019-10-06","14:00","BLACKBURN","ORLEANS1 (3)","BBSTINGERS1 (1)","Game Results Entered & Game Sheet Received"
"Novice C","HLNC06","2019-10-06","15:00","BARRETT EAST 2 HALF","LETRMHAWKS3","GCTCOUGARS1",""
"Novice C","HLNC05","2019-10-06","15:00","BARRETT EAST 1 HALF","LETRMHAWKS2","METCAFJETS1",""
"Novice B","HLNB07","2019-10-06","16:00","BARRETT EAST 2 HALF","LETRMHAWKS2","METCAFJETS4",""
"Novice B","HLNB06","2019-10-06","16:00","BARRETT EAST 1 HALF","LETRMHAWKS5","METCAFJETS2",""
"Novice A","HLNA04","2019-10-06","17:00","BARRETT EAST 1 HALF","METCAFJETS1","ORLEANS2",""
"Novice B","HLNB08","2019-10-06","17:00","BARRETT EAST 2 HALF","LETRMHAWKS1","LETRMHAWKS4",""
"PeeWee C","HLPC03","2019-10-06","17:00","BLACKBURN","BBSTINGERS1 (0)","RSWARRIORS1 (4)","Game Results Entered & Game Sheet Received"
"PeeWee C","HLPC04","2019-10-06","17:30","MANLEY","ORLEANS1 (6)","LETRMHAWKS1 (2)","Game Results Entered & Game Sheet Received"
"PeeWee A","HLPWA03","2019-10-06","18:00","BARRETT EAST","LETRMHAWKS2 (1)","LETRMHAWKS1 (6)","Game Results Entered & Game Sheet Received"
"PeeWee A","HLPWA04","2019-10-06","18:30","MANLEY","ORLEANS1 (3)","RSWARRIORS1 (2)","Game Results Entered & Game Sheet Received"
"Bantam A","HLBTA04","2019-10-06","19:30","MANLEY","ORLEANS1 (1)","LETRMHAWKS2 (3)","Game Results Entered & Game Sheet Received"
"Bantam A","HLBTA03","2019-10-06","20:00","BARRETT EAST","LETRMHAWKS3 (1)","METCAFJETS1 (7)","Game Results Entered & Game Sheet Received"
"Bantam A","HLBTA05","2019-10-06","20:30","MANLEY","GCTCOUGARS1 (0)","RSWARRIORS1 (3)","Game Results Entered & Game Sheet Received"
"Midget A","HLMA01","2019-10-07","21:30","BARRETT WEST","LETRMHAWKS3 (1)","BBSTINGERS1 (2)","Game Results Entered & Game Sheet Received"
"Midget A","HLMA02","2019-10-08","18:00","RUSSELL","RSWARRIORS1 (1)","LETRMHAWKS1 (4)","Game Results Entered & Game Sheet Received"
"Juvenile","HLJUVB05","2019-10-09","20:00","ARMSTRONG","GCTCOUGARS1 (8)","METCAFJETS1 (6)","Game Results Entered & Game Sheet Received"
"Juvenile","HLJUVB06","2019-10-09","21:30","ARMSTRONG","ORLEANS1 (2)","RSWARRIORS1 (12)","Game Results Entered & Game Sheet Received"
"Midget A","HLMA03","2019-10-09","21:30","BARRETT WEST","LETRMHAWKS2 (3)","LETRMHAWKS3 (2)","Game Results Entered & Game Sheet Received"
"Midget A","HLMA04","2019-10-10","21:00","BARRETT EAST","METCAFJETS1 (3)","ORLEANS2 (2)","Game Results Entered & Game Sheet Received"
"Midget A","HLMA06","2019-10-11","20:00","POTVIN","GCTCOUGARS1 (3)","RSWARRIORS1 (0)","Game Results Entered & Game Sheet Received"
"Midget A","HLMA05","2019-10-11","20:00","BLACKBURN","BBSTINGERS1 (0)","ORLEANS1 (0)","Game Results Entered & Game Sheet Received"
"Bantam A","HLBA07","2019-10-11","21:00","BARRETT EAST","LETRMHAWKS2 (1)","RSWARRIORS1 (2)","Game Results Entered & Game Sheet Received"
"Novice B","HLNB17","2019-10-12","09:00","RUSSELL 2 HALF","RSWARRIORS2","METCAFJETS3",""
"Novice C","HLNC11","2019-10-12","09:00","RUSSELL 1 HALF","RSWARRIORS1","METCAFJETS3",""
"Novice A","HLNA11","2019-10-12","10:00","RUSSELL 1 HALF","RSWARRIORS1","BBSTINGERS1",""
"Novice B","HLNB18","2019-10-12","10:00","RUSSELL 2 HALF","RSWARRIORS1","METCAFJETS1",""
"PeeWee C","HLPC07","2019-10-12","11:00","RUSSELL","RSWARRIORS1 (2)","LETRMHAWKS2 (0)","Game Results Entered & Game Sheet Received"
"Novice B","HLNB15","2019-10-12","13:00","POTVIN 2 HALF","BBSTINGERS1","ORLEANS1",""
"Novice C","HLNC10","2019-10-12","13:00","POTVIN 1 HALF","GCTCOUGARS1","BBSTINGERS1",""
"Novice A","HLNA10","2019-10-12","14:00","POTVIN 1 HALF","GCTCOUGARS1","LETRMHAWKS1",""
"Novice B","HLNB16","2019-10-12","14:00","POTVIN 2 HALF","ORLEANS2","ORLEANS3",""
"Novice B","HLNB12","2019-10-12","14:00","BARRETT EAST 1 HALF","LETRMHAWKS1","GCTCOUGARS1",""
"Novice C","HLNC09","2019-10-12","14:00","BARRETT EAST 2 HALF","LETRMHAWKS2","ORLEANS1",""
"Novice B","HLNB14","2019-10-12","15:00","BARRETT EAST 2 HALF","LETRMHAWKS5","RSWARRIORS3",""
"Novice B","HLNB13","2019-10-12","15:00","BARRETT EAST 1 HALF","LETRMHAWKS3","LETRMHAWKS2",""
"PeeWee A","HLPWA07","2019-10-12","15:00","BLACKBURN","BBSTINGERS1 (3)","ORLEANS1 (4)","Game Results Entered & Game Sheet Received"
"Novice A","HLNA09","2019-10-12","16:00","BARRETT EAST 2 HALF","METCAFJETS1","ORLEANS1",""
"Novice A","HLNA08","2019-10-12","16:00","BARRETT EAST 1 HALF","METCAFJETS2","LETRMHAWKS2",""
"PeeWee C","HLPC06","2019-10-12","16:00","POTVIN","GCTCOUGARS1 (5)","BBSTINGERS1 (1)","Game Results Entered & Game Sheet Received"
"Atom A","HLATA03","2019-10-12","17:00","BARRETT EAST","LETRMHAWKS1 (4)","METCAFJETS1 (4)","Game Results Entered & Game Sheet Received"
"PeeWee C","HLPC05","2019-10-12","18:00","BARRETT EAST","LETRMHAWKS1 (1)","METCAFJETS1 (2)","Game Results Entered & Game Sheet Received"
"PeeWee A","HLPWA06","2019-10-12","18:30","BARRETT WEST","LETRMHAWKS1 (4)","METCAFJETS1 (0)","Game Results Entered & Game Sheet Received"
"PeeWee A","HLPWA05","2019-10-12","19:00","BARRETT EAST","LETRMHAWKS2 (6)","GCTCOUGARS1 (2)","Game Results Entered & Game Sheet Received"
"Bantam A","HLBA09","2019-10-12","20:30","BARRETT WEST","METCAFJETS1 (2)","LETRMHAWKS1 (2)","Game Results Entered & Game Sheet Received"
"Bantam A","HLBA08","2019-10-12","21:00","BARRETT EAST","LETRMHAWKS3 (2)","GCTCOUGARS1 (1)","Game Results Entered & Game Sheet Received"
"Novice C","HLNC14","2019-10-13","10:00","POTVIN 2 HALF","ORLEANS1","METCAFJETS1",""
"Novice C","HLNC12","2019-10-13","10:00","POTVIN 1 HALF","GCTCOUGARS1","RSWARRIORS1",""
"Novice B","HLNB19","2019-10-13","11:00","POTVIN 2 HALF","GCTCOUGARS1","ORLEANS3",""
"Novice C","HLNC13","2019-10-13","11:00","POTVIN 1 HALF","BBSTINGERS1","METCAFJETS3",""
"Atom A","HLATA04","2019-10-13","11:00","SENECAL","ORLEANS1 (3)","BBSTINGERS1 (3)","Game Results Entered & Game Sheet Received"
"Atom C","HLATC06","2019-10-13","12:30","BARRETT WEST","LETRMHAWKS2 (1)","ORLEANS1 (4)","Game Results Entered & Game Sheet Received"
"Atom C","HLATC07","2019-10-13","14:00","RUSSELL","RSWARRIORS1 (7)","LETRMHAWKS1 (1)","Game Results Entered & Game Sheet Received"
"Atom C","HLATC05","2019-10-13","15:00","ARMSTRONG","GCTCOUGARS1 (1)","BBSTINGERS1 (7)","Game Results Entered & Game Sheet Received"
"Juvenile","HLJUVB07","2019-10-15","20:30","RUSSELL","RSWARRIORS1 (10)","LETRMHAWKS2 (3)","Game Results Entered & Game Sheet Received"
"Juvenile","HLJUVB08","2019-10-16","20:00","ARMSTRONG","GCTCOUGARS1 (7)","LETRMHAWKS2 (1)","Game Results Entered & Game Sheet Received"
"Juvenile","HLJUVB09","2019-10-16","21:30","ARMSTRONG","ORLEANS1 (7)","CUMBERLAND2 (7)","Game Results Entered & Game Sheet Received"
"Midget A","HLMA07","2019-10-17","19:30","RAY FRIEL 3","ORLEANS1 (1)","METCAFJETS1 (4)","Game Results Entered & Game Sheet Received"
"Juvenile","HLJUVB11","2019-10-17","20:30","RJ KENNEDY C","CUMBERLAND2 (5)","ORLEANS1 (2)","Game Results Entered & Game Sheet Received"
"Midget A","HLMA08","2019-10-17","20:30","RAY FRIEL 3","ORLEANS2 (1)","GCTCOUGARS1 (1)","Game Results Entered & Game Sheet Received"
"Juvenile","HLJUVB10","2019-10-17","21:00","METCALFE","METCAFJETS1 (5)","CUMBERLAND1 (9)","Game Results Entered & Game Sheet Received"
"Bantam A","HLBA11","2019-10-18","19:00","POTVIN","GCTCOUGARS1 (0)","METCAFJETS1 (9)","Game Results Entered & Game Sheet Received"
"Bantam A","HLBA12","2019-10-18","19:00","SENECAL","ORLEANS1 (1)","BBSTINGERS1 (2)","Game Results Entered & Game Sheet Received"
"Bantam A","HLBA13","2019-10-18","19:00","RUSSELL","RSWARRIORS1 (2)","LETRMHAWKS3 (6)","Game Results Entered & Game Sheet Received"
"Midget A","HLMA09","2019-10-18","20:00","RUSSELL","RSWARRIORS1 (2)","LETRMHAWKS2 (3)","Game Results Entered & Game Sheet Received"
"Bantam A","HLBA10","2019-10-18","20:30","BARRETT WEST","LETRMHAWKS2 (3)","LETRMHAWKS1 (1)","Game Results Entered & Game Sheet Received"
"PeeWee A","HLPWA09","2019-10-19","10:00","RUSSELL","RSWARRIORS1 (1)","BBSTINGERS1 (4)","Game Results Entered & Game Sheet Received"
"Novice C","HLNC15","2019-10-19","12:00","METCALFE 1 HALF","METCAFJETS1","LETRMHAWKS3",""
"Novice C","HLNC17","2019-10-19","12:00","METCALFE 2 HALF","LETRMHAWKS1","METCAFJETS3",""
"Novice B","HLNB26","2019-10-19","13:00","POTVIN 2 HALF","ORLEANS1","RSWARRIORS2",""
"Novice B","HLNB22","2019-10-19","13:00","METCALFE 2 HALF","METCAFJETS5","METCAFJETS2",""
"Novice C","HLNC18","2019-10-19","13:00","POTVIN 1 HALF","ORLEANS1","RSWARRIORS1",""
"Novice C","HLNC16","2019-10-19","13:00","METCALFE 1 HALF","METCAFJETS2","BBSTINGERS1",""
"Novice B","HLNB23","2019-10-19","14:00","POTVIN 1 HALF","ORLEANS2","LETRMHAWKS5",""
"Novice B","HLNB21","2019-10-19","14:00","BARRETT EAST 2 HALF","LETRMHAWKS3","BBSTINGERS2",""
"Novice B","HLNB20","2019-10-19","14:00","BARRETT EAST 1 HALF","LETRMHAWKS4","METCAFJETS3",""
"Novice A","HLNA13","2019-10-19","14:00","POTVIN 2 HALF","ORLEANS1","LETRMHAWKS1",""
"Novice A","HLNA14","2019-10-19","15:00","POTVIN 2 HALF","GCTCOUGARS1","METCAFJETS1",""
"Novice B","HLNB24","2019-10-19","15:00","POTVIN 1 HALF","GCTCOUGARS1","RSWARRIORS1",""
"Novice B","HLNB27","2019-10-19","16:00","POTVIN 2 HALF","ORLEANS3","LETRMHAWKS1",""
"Novice B","HLNB25","2019-10-19","16:00","POTVIN 1 HALF","BBSTINGERS1","LETRMHAWKS2",""
"Atom C","HLATC09","2019-10-19","16:00","BLACKBURN","BBSTINGERS1 (4)","METCAFJETS1 (2)","Game Results Entered & Game Sheet Received"
"Atom C","HLATC08","2019-10-19","16:00","BARRETT EAST","LETRMHAWKS1 (1)","GCTCOUGARS1 (4)","Game Results Entered & Game Sheet Received"
"PeeWee C","HLPC10","2019-10-19","16:00","SENECAL","ORLEANS1 (1)","GCTCOUGARS1 (3)","Game Results Entered & Game Sheet Received"
"Novice A","HLNA15","2019-10-19","17:00","POTVIN 2 HALF","ORLEANS2","RSWARRIORS1",""
"Novice A","HLNA12","2019-10-19","17:00","POTVIN 1 HALF","BBSTINGERS1","METCAFJETS2",""
"PeeWee C","HLPC08","2019-10-19","18:00","BARRETT EAST","METCAFJETS1 (2)","RSWARRIORS1 (5)","Game Results Entered & Game Sheet Received"
"PeeWee A","HLPWA08","2019-10-19","18:00","POTVIN","GCTCOUGARS1 (1)","LETRMHAWKS1 (6)","Game Results Entered & Game Sheet Received"
"PeeWee C","HLPC09","2019-10-19","19:00","BARRETT EAST","LETRMHAWKS2 (2)","LETRMHAWKS1 (1)","Game Results Entered & Game Sheet Received"
"Midget A","HLMA10","2019-10-19","19:00","POTVIN","GCTCOUGARS1 (2)","LETRMHAWKS3 (0)","Game Results Entered & Game Sheet Received"
"Novice B","HLNB29","2019-10-20","09:00","RUSSELL 2 HALF","RSWARRIORS3","METCAFJETS1",""
"Novice B","HLNB30","2019-10-20","10:00","RUSSELL 2 HALF","RSWARRIORS2","BBSTINGERS2",""
"Novice B","HLNB28","2019-10-20","10:00","RUSSELL 1 HALF","RSWARRIORS1","BBSTINGERS1",""
"Atom A","HLATA06","2019-10-20","10:00","SENECAL","ORLEANS1 (8)","METCAFJETS1 (0)","Game Results Entered & Game Sheet Received"
"PeeWee A","HLPWA10","2019-10-20","12:00","SENECAL","ORLEANS1 (0)","LETRMHAWKS2 (3)","Game Results Entered & Game Sheet Received"
"Atom C","HLATC10","2019-10-20","12:30","BARRETT WEST","LETRMHAWKS1 (3)","GCTCOUGARS1 (2)","Game Results Entered & Game Sheet Received"
"Atom C","HLATC12","2019-10-20","14:00","RUSSELL","RSWARRIORS1 (6)","LETRMHAWKS2 (4)","Game Results Entered & Game Sheet Received"
"Atom C","HLATC11","2019-10-20","15:00","METCALFE","METCAFJETS1 (3)","ORLEANS1 (2)","Game Results Entered & Game Sheet Received"
"Novice C","HLNC20","2019-10-20","15:30","BARRETT WEST 2 HALF","LETRMHAWKS3","METCAFJETS2",""
"Novice C","HLNC19","2019-10-20","15:30","BARRETT WEST 1 HALF","LETRMHAWKS1","GCTCOUGARS1",""
"Bantam A","HLBA15","2019-10-20","16:30","MANLEY","BBSTINGERS1 (0)","LETRMHAWKS2 (1)","Game Results Entered & Game Sheet Received"
"Bantam A","HLBA16","2019-10-20","17:00","RUSSELL","RSWARRIORS1 (4)","GCTCOUGARS1 (0)","Game Results Entered & Game Sheet Received"
"Midget A","HLMA11","2019-10-20","17:30","MANLEY","ORLEANS1 (1)","LETRMHAWKS2 (2)","Game Results Entered & Game Sheet Received"
"Atom A","HLATA05","2019-10-20","18:00","BARRETT EAST","LETRMHAWKS1 (0)","BBSTINGERS1 (4)","Game Results Entered & Game Sheet Received"
"Midget A","HLMA12","2019-10-20","18:30","MANLEY","ORLEANS2 (1)","BBSTINGERS1 (1)","Game Results Entered & Game Sheet Received"
"Bantam A","HLBA14","2019-10-20","20:00","BARRETT EAST","LETRMHAWKS1 (3)","ORLEANS1 (3)","Game Results Entered & Game Sheet Received"
"Juvenile","HLJUVB12","2019-10-20","21:00","NAVAN","CUMBERLAND1 (13)","LETRMHAWKS1 (4)","Game Results Entered & Game Sheet Received"
"Midget A","HLMA13","2019-10-21","20:30","BARRETT WEST","LETRMHAWKS1 (1)","GCTCOUGARS1 (7)","Game Results Entered & Game Sheet Received"
"Midget A","HLMA15","2019-10-22","18:00","RUSSELL","RSWARRIORS1 (0)","METCAFJETS1 (6)","Game Results Entered & Game Sheet Received"
"Juvenile","HLJUVB13","2019-10-22","20:30","RUSSELL","RSWARRIORS1 (2)","LETRMHAWKS2 (8)","Game Results Entered & Game Sheet Received"
"Midget A","HLMA14","2019-10-22","21:30","BARRETT WEST","LETRMHAWKS2 (6)","ORLEANS2 (0)","Game Results Entered & Game Sheet Received"
"Juvenile","HLJUVB14","2019-10-23","20:00","ARMSTRONG","ORLEANS1 (5)","METCAFJETS1 (9)","Game Results Entered & Game Sheet Received"
"Juvenile","HLJUVB15","2019-10-23","21:30","ARMSTRONG","GCTCOUGARS1 (6)","CUMBERLAND2 (0)","Game Results Entered & Game Sheet Received"
"Midget A","HLMA16","2019-10-24","18:30","RAY FRIEL 3","ORLEANS1 (5)","ORLEANS2 (2)","Game Results Entered & Game Sheet Received"
"Juvenile","HLJUVB16","2019-10-24","21:00","METCALFE","METCAFJETS1 (7)","CUMBERLAND2 (0)","Game Results Entered & Game Sheet Received"
"Bantam A","HLBA18","2019-10-25","20:30","BARRETT WEST","LETRMHAWKS2 (4)","LETRMHAWKS3 (1)","Game Results Entered & Game Sheet Received"
"Bantam A","HLBA17","2019-10-25","21:00","BARRETT EAST","METCAFJETS1 (5)","RSWARRIORS1 (1)","Game Results Entered & Game Sheet Received"
"Novice C","HLNC21","2019-10-26","09:00","RUSSELL 2 HALF","RSWARRIORS1","LETRMHAWKS2",""
"Novice A","HLNA18","2019-10-26","12:00","METCALFE 2 HALF","GCTCOUGARS1","METCAFJETS1",""
"Novice A","HLNA17","2019-10-26","12:00","METCALFE 1 HALF","ORLEANS2","ORLEANS1",""
"PeeWee C","HLPC13","2019-10-26","12:00","RUSSELL","RSWARRIORS1 (8)","LETRMHAWKS2 (2)","Game Results Entered & Game Sheet Received"
"Novice B","HLNB35","2019-10-26","13:00","METCALFE 2 HALF","METCAFJETS2","LETRMHAWKS3",""
"Novice B","HLNB34","2019-10-26","13:00","METCALFE 1 HALF","METCAFJETS1","ORLEANS2",""
"Atom C","HLATC13","2019-10-26","13:30","BARRETT WEST","LETRMHAWKS2 (2)","METCAFJETS1 (8)","Game Results Entered & Game Sheet Received"
"Novice A","HLNA16","2019-10-26","14:00","BARRETT EAST 2 HALF","LETRMHAWKS2","LETRMHAWKS1",""
"Novice B","HLNB31","2019-10-26","14:00","BARRETT EAST 1 HALF","LETRMHAWKS2","GCTCOUGARS1",""
"Atom A","HLATA07","2019-10-26","14:30","BARRETT WEST","LETRMHAWKS1 (3)","ORLEANS1 (3)","Game Results Entered & Game Sheet Received"
"Novice B","HLNB32","2019-10-26","15:00","BARRETT EAST 1 HALF","LETRMHAWKS4","RSWARRIORS1",""
"Novice B","HLNB33","2019-10-26","15:00","BARRETT EAST 2 HALF","LETRMHAWKS1","ORLEANS1",""
"PeeWee C","HLPC11","2019-10-26","16:00","BARRETT EAST","LETRMHAWKS1 (2)","METCAFJETS1 (2)","Game Results Entered & Game Sheet Received"
"Atom A","HLATA08","2019-10-26","16:00","METCALFE","METCAFJETS1 (0)","BBSTINGERS1 (8)","Game Results Entered & Game Sheet Received"
"PeeWee C","HLPC12","2019-10-26","18:00","BLACKBURN","BBSTINGERS1 (6)","ORLEANS1 (2)","Game Results Entered & Game Sheet Received"
"PeeWee A","HLPWA11","2019-10-26","19:00","BARRETT EAST","LETRMHAWKS1 (3)","ORLEANS1 (1)","Game Results Entered & Game Sheet Received"
"Bantam A","HLBA19","2019-10-26","19:00","BLACKBURN","BBSTINGERS1 (1)","LETRMHAWKS1 (4)","Game Results Entered & Game Sheet Received"
"Novice B","HLNB36","2019-10-27","09:00","RUSSELL 1 HALF","RSWARRIORS3","ORLEANS2",""
"Novice B","HLNB38","2019-10-27","10:00","RUSSELL 2 HALF","RSWARRIORS1","METCAFJETS4",""
"Novice B","HLNB37","2019-10-27","10:00","RUSSELL 1 HALF","RSWARRIORS2","LETRMHAWKS3",""
"Atom C","HLATC15","2019-10-27","10:00","SENECAL","ORLEANS1 (1)","RSWARRIORS1 (3)","Game Results Entered & Game Sheet Received"
"PeeWee C","HLPC15","2019-10-27","11:00","SENECAL","GCTCOUGARS1 (1)","METCAFJETS1 (3)","Game Results Entered & Game Sheet Received"
"Atom A","HLATA19","2019-10-27","12:30","BARRETT WEST","LETRMHAWKS1 (0)","BBSTINGERS1 (6)","Game Results Entered & Game Sheet Received"
"PeeWee A","HLPWA13","2019-10-27","15:00","RUSSELL","RSWARRIORS1 (0)","GCTCOUGARS1 (1)","Game Results Entered & Game Sheet Received"
"Atom C","HLATC14","2019-10-27","17:00","BLACKBURN","BBSTINGERS1 (13)","LETRMHAWKS1 (1)","Game Results Entered & Game Sheet Received"
"PeeWee A","HLPWA12","2019-10-27","19:00","METCALFE","METCAFJETS1 (1)","LETRMHAWKS2 (3)","Game Results Entered & Game Sheet Received"
"PeeWee C","HLPC14","2019-10-27","19:00","BARRETT EAST","LETRMHAWKS2 (4)","ORLEANS1 (3)","Game Results Entered & Game Sheet Received"
"Juvenile","HLJUVB17","2019-10-27","21:00","RAY FRIEL 2 C","CUMBERLAND1 (6)","CUMBERLAND2 (3)","Game Results Entered & Game Sheet Received"
"Juvenile","HLJUVB18","2019-10-28","19:30","BARRETT WEST","LETRMHAWKS1 (3)","GCTCOUGARS1 (5)","Game Results Entered & Game Sheet Received"
"Juvenile","HLJUVB19","2019-10-28","21:00","BARRETT WEST","LETRMHAWKS2 (4)","CUMBERLAND2 (3)","Game Results Entered & Game Sheet Received"
"Midget A","HLMA17","2019-10-28","21:00","BLACKBURN","BBSTINGERS1 (6)","RSWARRIORS1 (1)","Game Results Entered & Game Sheet Received"
"Midget A","HLMA19","2019-10-29","21:00","METCALFE","METCAFJETS1 (3)","LETRMHAWKS1 (1)","Game Results Entered & Game Sheet Received"
"Midget A","HLMA18","2019-10-29","21:30","BARRETT WEST","LETRMHAWKS3 (4)","ORLEANS1 (3)","Game Results Entered & Game Sheet Received"
"Juvenile","HLJUVB20","2019-10-30","20:00","ARMSTRONG","GCTCOUGARS1 (7)","CUMBERLAND1 (3)","Game Results Entered & Game Sheet Received"
"Juvenile","HLJUVB22","2019-10-30","21:00","BARRETT WEST","LETRMHAWKS2 (3)","CUMBERLAND2 (7)","Game Results Entered & Game Sheet Received"
"Juvenile","HLJUVB21","2019-10-30","21:30","ARMSTRONG","ORLEANS1 (1)","LETRMHAWKS1 (6)","Game Results Entered & Game Sheet Received"
"Midget A","HLMA21","2019-10-31","19:00","BARRETT EAST","LETRMHAWKS1 (3)","BBSTINGERS1 (0)","Game Results Entered & Game Sheet Received"
"Midget A","HLMA20","2019-10-31","19:00","ARMSTRONG","GCTCOUGARS1 (3)","METCAFJETS1 (5)","Game Results Entered & Game Sheet Received"
"Midget A","HLMA22","2019-10-31","20:00","BARRETT EAST","LETRMHAWKS2 (5)","RSWARRIORS1 (0)","Game Results Entered & Game Sheet Received"
"Midget A","HLMA23","2019-10-31","20:30","RAY FRIEL 3","ORLEANS2 (3)","LETRMHAWKS3 (1)","Game Results Entered & Game Sheet Received"
"Juvenile","HLJUVB23","2019-10-31","21:00","METCALFE","METCAFJETS1 (4)","RSWARRIORS1 (5)","Game Results Entered & Game Sheet Received"
"Bantam A","HLBA22","2019-11-01","19:00","RUSSELL","RSWARRIORS1 (3)","ORLEANS1 (1)","Game Results Entered & Game Sheet Received"
"Bantam A","HLBA21","2019-11-01","20:00","SENECAL","GCTCOUGARS1 (0)","BBSTINGERS1 (8)","Game Results Entered & Game Sheet Received"
"Bantam A","HLBA25","2019-11-01","21:00","BARRETT EAST","LETRMHAWKS2 (6)","METCAFJETS1 (4)","Game Results Entered & Game Sheet Received"
"Novice A","HLNA19","2019-11-02","13:00","METCALFE 2 HALF","METCAFJETS1","METCAFJETS2",""
